listing_id,city,state,locality,property_type,area_sqft,builtup_area_sqft,bhk,bathrooms,property_age,year_built,floor,total_floors,furnishing,parking,amenities_count,facing,latitude,longitude,price,price_per_sqft,currency,listing_status,synthetic_data,log_price,location_key
HYD-000001,Hyderabad,Telangana,Narsingi,Apartment,1739,1739,3,4,22,2004,16,20,Semi-Furnished,2,10,East,17.3888861,78.3391382,9960000,5727.43,INR,Sold,True,16.114088,Hyderabad | Narsingi
HYD-003519,Hyderabad,Telangana,Uppal,Villa,2533,2533,3,4,25,2001,0,0,Furnished,3,9,North-East,17.407341,78.560692,18400000,7264.11,INR,Sold,True,16.727861,Hyderabad | Uppal
HYD-003520,Hyderabad,Telangana,Attapur,Apartment,817,817,1,1,20,2006,20,27,Furnished,0,7,West,17.3676885,78.4340677,5100000,6242.35,INR,Active,True,15.444751,Hyderabad | Attapur
HYD-003521,Hyderabad,Telangana,Dilsukhnagar,Apartment,913,913,2,2,13,2013,9,11,Unfurnished,2,1,North-East,17.3737341,78.5288904,5050000,5531.22,INR,Active,True,15.434899,Hyderabad | Dilsukhnagar
HYD-003522,Hyderabad,Telangana,Pragathi Nagar,Apartment,2501,2501,4,4,8,2018,25,26,Semi-Furnished,1,2,South-East,17.4997862,78.3825662,13750000,5497.8,INR,Active,True,16.436549,Hyderabad | Pragathi Nagar
HYD-003523,Hyderabad,Telangana,Narsingi,Apartment,971,971,2,3,20,2006,20,26,Unfurnished,3,9,North-East,17.3775455,78.3271359,5220000,5375.9,INR,Active,True,15.468008,Hyderabad | Narsingi
HYD-003524,Hyderabad,Telangana,Manikonda,Apartment,1542,1542,3,4,3,2023,24,31,Unfurnished,2,0,North-East,17.4092013,78.3863219,8220000,5330.74,INR,Sold,True,15.922081,Hyderabad | Manikonda
HYD-003525,Hyderabad,Telangana,Madhapur,Villa,2472,2472,3,3,25,2001,0,0,Unfurnished,2,3,South-East,17.4479715,78.3889741,17440000,7055.02,INR,Active,True,16.674277,Hyderabad | Madhapur
HYD-003526,Hyderabad,Telangana,Gachibowli,Independent House,1927,1927,3,3,21,2005,0,0,Semi-Furnished,0,11,South-West,17.4350537,78.3589973,11950000,6201.35,INR,Active,True,16.296242,Hyderabad | Gachibowli
HYD-003527,Hyderabad,Telangana,Financial District,Independent House,853,853,2,2,24,2002,0,0,Semi-Furnished,0,12,East,17.4232928,78.348905,5840000,6846.42,INR,Sold,True,15.580242,Hyderabad | Financial District
HYD-003528,Hyderabad,Telangana,Jubilee Hills,Independent House,2002,2002,3,3,10,2016,0,0,Semi-Furnished,1,6,South,17.4311138,78.4073394,15570000,7777.22,INR,Active,True,16.560857,Hyderabad | Jubilee Hills
HYD-003529,Hyderabad,Telangana,Mehdipatnam,Apartment,2094,2094,4,4,2,2024,18,22,Unfurnished,0,11,North-West,17.3842903,78.4314621,11410000,5448.9,INR,Active,True,16.250001,Hyderabad | Mehdipatnam
HYD-003530,Hyderabad,Telangana,Tolichowki,Apartment,766,766,1,2,4,2022,12,14,Furnished,2,5,North,17.386824,78.4141767,5150000,6723.24,INR,Active,True,15.454507,Hyderabad | Tolichowki
HYD-003531,Hyderabad,Telangana,Tellapur,Apartment,1751,1751,3,4,8,2018,17,19,Furnished,3,0,South-West,17.4596973,78.295027,10220000,5836.66,INR,Active,True,16.139857,Hyderabad | Tellapur
HYD-003532,Hyderabad,Telangana,Tarnaka,Apartment,1052,1052,2,2,1,2025,22,24,Furnished,3,9,West,17.4293429,78.5535461,6540000,6216.73,INR,Sold,True,15.693448,Hyderabad | Tarnaka
HYD-003533,Hyderabad,Telangana,Miyapur,Apartment,1016,1016,2,2,15,2011,15,18,Unfurnished,1,2,South-East,17.4965898,78.3456759,5120000,5039.37,INR,Active,True,15.448665,Hyderabad | Miyapur
HYD-003534,Hyderabad,Telangana,Attapur,Apartment,2497,2497,4,4,13,2013,11,19,Furnished,2,1,North-East,17.3648136,78.4299099,12980000,5198.24,INR,Sold,True,16.37892,Hyderabad | Attapur
HYD-003535,Hyderabad,Telangana,Mehdipatnam,Apartment,1097,1097,2,3,9,2017,22,24,Furnished,2,4,North-East,17.3976445,78.4424381,6710000,6116.68,INR,Active,True,15.71911,Hyderabad | Mehdipatnam
HYD-003536,Hyderabad,Telangana,Banjara Hills,Villa,2294,2294,3,4,15,2011,0,0,Unfurnished,3,12,South-East,17.4183372,78.4322877,18640000,8125.54,INR,Sold,True,16.74082,Hyderabad | Banjara Hills
HYD-003537,Hyderabad,Telangana,Narsingi,Apartment,1784,1784,3,4,0,2026,11,14,Furnished,2,10,South-East,17.3693665,78.3306664,14650000,8211.88,INR,Sold,True,16.499951,Hyderabad | Narsingi
HYD-003538,Hyderabad,Telangana,Alwal,Independent House,1379,1379,3,3,2,2024,0,0,Semi-Furnished,0,11,West,17.4971913,78.5164782,8630000,6258.16,INR,Active,True,15.970755,Hyderabad | Alwal
HYD-003539,Hyderabad,Telangana,Alwal,Apartment,1643,1643,3,3,1,2025,18,28,Unfurnished,2,3,West,17.4944677,78.5215141,9220000,5611.69,INR,Active,True,16.036886,Hyderabad | Alwal
HYD-003540,Hyderabad,Telangana,Kokapet,Apartment,1322,1322,2,3,23,2003,17,17,Unfurnished,0,6,South-East,17.3903327,78.3447275,9180000,6944.02,INR,Active,True,16.032538,Hyderabad | Kokapet
HYD-003541,Hyderabad,Telangana,Tarnaka,Apartment,701,701,1,1,17,2009,4,13,Unfurnished,1,8,North-West,17.4220487,78.5402041,3730000,5320.97,INR,Active,True,15.131919,Hyderabad | Tarnaka
HYD-003542,Hyderabad,Telangana,Kompally,Apartment,1007,1007,2,3,18,2008,18,19,Semi-Furnished,1,7,West,17.5417201,78.4831261,6490000,6444.89,INR,Active,True,15.685773,Hyderabad | Kompally
HYD-003543,Hyderabad,Telangana,Rajendranagar,Villa,4953,4953,5,5,12,2014,0,0,Semi-Furnished,0,8,South-East,17.3235404,78.4153091,29430000,5941.85,INR,Active,True,17.197525,Hyderabad | Rajendranagar
HYD-003544,Hyderabad,Telangana,Bachupally,Apartment,1385,1385,2,2,1,2025,14,24,Unfurnished,1,12,East,17.5289599,78.3543779,9010000,6505.42,INR,Active,True,16.013846,Hyderabad | Bachupally
HYD-003545,Hyderabad,Telangana,Jubilee Hills,Villa,2406,2406,4,4,10,2016,0,0,Unfurnished,3,12,East,17.4342468,78.4072403,23210000,9646.72,INR,Sold,True,16.960094,Hyderabad | Jubilee Hills
HYD-003546,Hyderabad,Telangana,Narsingi,Plot,1306,1306,0,0,24,2002,0,0,Unfurnished,1,0,South-East,17.3777534,78.3398092,5490000,4203.68,INR,Active,True,15.518439,Hyderabad | Narsingi
HYD-003547,Hyderabad,Telangana,Financial District,Apartment,1812,1812,3,3,15,2011,19,26,Furnished,3,0,South-East,17.4230076,78.3403837,14760000,8145.7,INR,Active,True,16.507431,Hyderabad | Financial District
HYD-003548,Hyderabad,Telangana,Hitech City,Independent House,3056,3056,4,4,19,2007,0,0,Semi-Furnished,3,5,East,17.4443642,78.3773087,20290000,6639.4,INR,Sold,True,16.825639,Hyderabad | Hitech City
HYD-003549,Hyderabad,Telangana,Jubilee Hills,Apartment,1470,1470,2,2,17,2009,14,22,Unfurnished,0,12,South-East,17.432423,78.4158806,11190000,7612.24,INR,Active,True,16.230531,Hyderabad | Jubilee Hills
HYD-003550,Hyderabad,Telangana,Manikonda,Apartment,776,776,1,1,6,2020,17,27,Unfurnished,2,1,North-East,17.3995323,78.3717682,5230000,6739.69,INR,Active,True,15.469922,Hyderabad | Manikonda
HYD-003551,Hyderabad,Telangana,Bachupally,Independent House,2345,2345,3,3,4,2022,0,0,Unfurnished,0,5,South-East,17.5298922,78.3545401,13040000,5560.77,INR,Active,True,16.383532,Hyderabad | Bachupally
HYD-003552,Hyderabad,Telangana,Rajendranagar,Apartment,571,571,1,1,20,2006,16,20,Semi-Furnished,2,5,South-West,17.3196758,78.4032801,3200000,5604.2,INR,Active,True,14.978662,Hyderabad | Rajendranagar
HYD-003553,Hyderabad,Telangana,Tellapur,Apartment,1380,1380,2,2,10,2016,5,14,Unfurnished,1,2,East,17.4583635,78.2981676,9070000,6572.46,INR,Sold,True,16.020483,Hyderabad | Tellapur
HYD-003554,Hyderabad,Telangana,Banjara Hills,Independent House,2102,2102,3,3,3,2023,0,0,Semi-Furnished,2,10,West,17.4199109,78.4364455,19000000,9039.01,INR,Active,True,16.75995,Hyderabad | Banjara Hills
HYD-003555,Hyderabad,Telangana,Kompally,Apartment,1769,1769,3,3,2,2024,18,24,Furnished,1,5,North-East,17.5351337,78.4825568,12040000,6806.11,INR,Sold,True,16.303745,Hyderabad | Kompally
HYD-003556,Hyderabad,Telangana,Tolichowki,Apartment,1012,1012,1,2,18,2008,24,28,Unfurnished,2,3,South-East,17.3994767,78.4135449,5900000,5830.04,INR,Sold,True,15.590463,Hyderabad | Tolichowki
HYD-003557,Hyderabad,Telangana,Kondapur,Plot,4323,4323,0,0,15,2011,0,0,Semi-Furnished,1,10,North-West,17.4850235,78.4014108,17900000,4140.64,INR,Active,True,16.700311,Hyderabad | Kondapur
HYD-003558,Hyderabad,Telangana,Financial District,Apartment,2207,2207,4,4,15,2011,2,2,Semi-Furnished,3,7,South-West,17.4186164,78.3420851,15670000,7100.14,INR,Active,True,16.567259,Hyderabad | Financial District
HYD-003559,Hyderabad,Telangana,Rajendranagar,Independent House,1891,1891,2,2,25,2001,0,0,Unfurnished,0,10,South,17.3109339,78.4081278,8850000,4680.06,INR,Active,True,15.995928,Hyderabad | Rajendranagar
HYD-003560,Hyderabad,Telangana,Shamshabad,Villa,3901,3901,5,5,6,2020,0,0,Unfurnished,0,12,North-West,17.2482281,78.4352364,24170000,6195.85,INR,Sold,True,17.000623,Hyderabad | Shamshabad
HYD-003561,Hyderabad,Telangana,Narsingi,Independent House,2187,2187,3,3,9,2017,0,0,Semi-Furnished,0,1,West,17.3845136,78.3327856,13020000,5953.36,INR,Active,True,16.381997,Hyderabad | Narsingi
HYD-003562,Hyderabad,Telangana,Bachupally,Apartment,852,852,1,1,5,2021,2,12,Semi-Furnished,2,3,South,17.5230938,78.3531202,5420000,6361.5,INR,Sold,True,15.505607,Hyderabad | Bachupally
HYD-003563,Hyderabad,Telangana,Tellapur,Independent House,979,979,2,2,7,2019,0,0,Unfurnished,0,6,South,17.4621429,78.2972195,5280000,5393.26,INR,Active,True,15.479437,Hyderabad | Tellapur
HYD-003564,Hyderabad,Telangana,Madhapur,Apartment,1506,1506,3,3,0,2026,16,17,Unfurnished,3,7,South,17.4357334,78.3907129,10780000,7158.03,INR,Active,True,16.193203,Hyderabad | Madhapur
HYD-003565,Hyderabad,Telangana,Kukatpally,Apartment,2222,2222,4,4,24,2002,20,30,Unfurnished,3,9,North-West,17.4928353,78.4086434,9730000,4378.94,INR,Active,True,16.090725,Hyderabad | Kukatpally
HYD-003566,Hyderabad,Telangana,Secunderabad,Independent House,2325,2325,3,4,24,2002,0,0,Semi-Furnished,2,12,South-West,17.4281946,78.4988543,11300000,4860.22,INR,Active,True,16.240313,Hyderabad | Secunderabad
HYD-003567,Hyderabad,Telangana,Dilsukhnagar,Independent House,1780,1780,3,3,11,2015,0,0,Furnished,1,1,South-West,17.3601322,78.5293496,9420000,5292.13,INR,Sold,True,16.058346,Hyderabad | Dilsukhnagar
HYD-003568,Hyderabad,Telangana,Gachibowli,Apartment,1513,1513,2,2,0,2026,23,25,Unfurnished,2,12,South-East,17.4420418,78.348772,12550000,8294.78,INR,Sold,True,16.345231,Hyderabad | Gachibowli
HYD-003569,Hyderabad,Telangana,Ameerpet,Plot,1122,1122,0,0,10,2016,0,0,Furnished,2,0,East,17.4503894,78.4447789,5720000,5098.04,INR,Active,True,15.55948,Hyderabad | Ameerpet
HYD-003570,Hyderabad,Telangana,Mehdipatnam,Independent House,2800,2800,5,5,14,2012,0,0,Semi-Furnished,1,1,North-East,17.4029313,78.4367176,14220000,5078.57,INR,Active,True,16.47016,Hyderabad | Mehdipatnam
HYD-003571,Hyderabad,Telangana,Manikonda,Apartment,1182,1182,2,2,4,2022,16,26,Furnished,2,9,South-West,17.4004809,78.3712271,7240000,6125.21,INR,Active,True,15.795132,Hyderabad | Manikonda
HYD-003572,Hyderabad,Telangana,Pragathi Nagar,Apartment,2337,2337,4,4,16,2010,23,31,Furnished,2,12,South,17.504776,78.3782926,14080000,6024.82,INR,Sold,True,16.460266,Hyderabad | Pragathi Nagar
HYD-003573,Hyderabad,Telangana,Punjagutta,Villa,3543,3543,4,4,3,2023,0,0,Semi-Furnished,0,1,South,17.4296729,78.4441068,23680000,6683.6,INR,Active,True,16.980141,Hyderabad | Punjagutta
HYD-003574,Hyderabad,Telangana,Rajendranagar,Apartment,618,618,2,2,25,2001,10,15,Furnished,1,6,South-West,17.3138006,78.4050941,3190000,5161.81,INR,Active,True,14.975532,Hyderabad | Rajendranagar
HYD-003575,Hyderabad,Telangana,Tolichowki,Apartment,2241,2241,3,3,23,2003,23,27,Semi-Furnished,0,9,North,17.4151158,78.4184126,12600000,5622.49,INR,Sold,True,16.349207,Hyderabad | Tolichowki
HYD-003576,Hyderabad,Telangana,Kompally,Apartment,1036,1036,2,2,17,2009,16,16,Semi-Furnished,1,4,North,17.5513838,78.4923774,6340000,6119.69,INR,Active,True,15.662389,Hyderabad | Kompally
HYD-003577,Hyderabad,Telangana,Nanakramguda,Independent House,2427,2427,4,4,2,2024,0,0,Semi-Furnished,0,6,South,17.4099244,78.357448,18600000,7663.78,INR,Active,True,16.738672,Hyderabad | Nanakramguda
HYD-003578,Hyderabad,Telangana,Hitech City,Independent House,1766,1766,2,2,14,2012,0,0,Unfurnished,2,3,South,17.4394957,78.3793608,11740000,6647.79,INR,Active,True,16.278512,Hyderabad | Hitech City
HYD-003579,Hyderabad,Telangana,Gachibowli,Apartment,825,825,1,1,15,2011,13,18,Furnished,2,4,North,17.4411723,78.3478571,6290000,7624.24,INR,Active,True,15.654472,Hyderabad | Gachibowli
HYD-003580,Hyderabad,Telangana,Jubilee Hills,Apartment,929,929,1,2,10,2016,5,11,Semi-Furnished,3,0,South-West,17.4267014,78.4010365,8470000,9117.33,INR,Active,True,15.952041,Hyderabad | Jubilee Hills
HYD-003581,Hyderabad,Telangana,Moosapet,Villa,2085,2085,3,4,6,2020,0,0,Semi-Furnished,3,2,North-East,17.4668883,78.4191411,16980000,8143.88,INR,Active,True,16.647547,Hyderabad | Moosapet
HYD-003582,Hyderabad,Telangana,Rajendranagar,Villa,2317,2317,3,4,9,2017,0,0,Furnished,2,6,East,17.3242829,78.4049984,15870000,6849.37,INR,Active,True,16.579941,Hyderabad | Rajendranagar
HYD-003583,Hyderabad,Telangana,Shamshabad,Plot,3063,3063,0,0,7,2019,0,0,Unfurnished,3,6,North-East,17.2523891,78.4388903,11900000,3885.08,INR,Active,True,16.292049,Hyderabad | Shamshabad
HYD-003584,Hyderabad,Telangana,Jubilee Hills,Independent House,2429,2429,4,4,8,2018,0,0,Semi-Furnished,0,3,North-West,17.4321772,78.4096619,20270000,8345.0,INR,Active,True,16.824653,Hyderabad | Jubilee Hills
HYD-003585,Hyderabad,Telangana,Kukatpally,Independent House,1703,1703,3,3,22,2004,0,0,Semi-Furnished,2,5,East,17.4915469,78.408178,8110000,4762.18,INR,Active,True,15.908609,Hyderabad | Kukatpally
HYD-003586,Hyderabad,Telangana,Shamshabad,Villa,2401,2401,4,5,6,2020,0,0,Unfurnished,0,6,North-East,17.243976,78.4345719,14010000,5835.07,INR,Active,True,16.455282,Hyderabad | Shamshabad
HYD-003587,Hyderabad,Telangana,Dilsukhnagar,Apartment,500,500,1,1,9,2017,4,7,Unfurnished,2,10,South,17.3725097,78.5272,3010000,6020.0,INR,Active,True,14.917451,Hyderabad | Dilsukhnagar
HYD-003588,Hyderabad,Telangana,Punjagutta,Independent House,1784,1784,3,3,25,2001,0,0,Unfurnished,3,1,North,17.4266429,78.4481546,9010000,5050.45,INR,Sold,True,16.013846,Hyderabad | Punjagutta
HYD-003589,Hyderabad,Telangana,Mehdipatnam,Apartment,1612,1612,3,3,17,2009,19,29,Semi-Furnished,3,5,South-West,17.3998559,78.4518839,11100000,6885.86,INR,Sold,True,16.222456,Hyderabad | Mehdipatnam
HYD-003590,Hyderabad,Telangana,Tarnaka,Apartment,1560,1560,3,4,0,2026,4,14,Semi-Furnished,1,10,North-East,17.4203072,78.5348426,9640000,6179.49,INR,Active,True,16.081432,Hyderabad | Tarnaka
HYD-003591,Hyderabad,Telangana,Hitech City,Apartment,1992,1992,3,3,22,2004,12,22,Unfurnished,3,9,South-West,17.4550157,78.3697398,12830000,6440.76,INR,Active,True,16.367297,Hyderabad | Hitech City
HYD-003592,Hyderabad,Telangana,Moosapet,Apartment,1460,1460,3,3,13,2013,25,30,Furnished,1,5,West,17.4656175,78.4285385,8120000,5561.64,INR,Active,True,15.909841,Hyderabad | Moosapet
HYD-003593,Hyderabad,Telangana,Ameerpet,Independent House,2735,2735,4,4,10,2016,0,0,Unfurnished,1,0,West,17.4367001,78.4463856,15420000,5638.03,INR,Sold,True,16.551176,Hyderabad | Ameerpet
HYD-003594,Hyderabad,Telangana,Kompally,Apartment,2135,2135,4,4,19,2007,18,27,Semi-Furnished,3,7,North-East,17.5468673,78.470431,11360000,5320.84,INR,Active,True,16.245609,Hyderabad | Kompally
HYD-003595,Hyderabad,Telangana,Alwal,Independent House,2385,2385,3,4,23,2003,0,0,Furnished,1,0,North-West,17.4953649,78.5164386,10900000,4570.23,INR,Sold,True,16.204273,Hyderabad | Alwal
HYD-003596,Hyderabad,Telangana,Punjagutta,Plot,1527,1527,0,0,16,2010,0,0,Semi-Furnished,2,11,East,17.4327058,78.4525111,7060000,4623.44,INR,Sold,True,15.769956,Hyderabad | Punjagutta
HYD-003597,Hyderabad,Telangana,Miyapur,Apartment,945,945,1,1,19,2007,21,23,Furnished,1,1,South-East,17.493769,78.344333,5270000,5576.72,INR,Active,True,15.477541,Hyderabad | Miyapur
HYD-003598,Hyderabad,Telangana,Kokapet,Apartment,1370,1370,2,2,22,2004,24,34,Furnished,2,2,South-West,17.3950724,78.3462151,9080000,6627.74,INR,Active,True,16.021585,Hyderabad | Kokapet
HYD-003599,Hyderabad,Telangana,Tellapur,Apartment,1494,1494,3,4,1,2025,17,20,Semi-Furnished,0,12,South,17.4712629,78.2928471,10030000,6713.52,INR,Active,True,16.121091,Hyderabad | Tellapur
HYD-003600,Hyderabad,Telangana,Tellapur,Plot,4265,4265,0,0,18,2008,0,0,Semi-Furnished,2,2,East,17.4588048,78.2956163,16020000,3756.15,INR,Active,True,16.589349,Hyderabad | Tellapur
HYD-003601,Hyderabad,Telangana,Miyapur,Apartment,2291,2291,4,4,15,2011,5,10,Semi-Furnished,0,11,West,17.4911373,78.3515176,12170000,5312.09,INR,Active,True,16.314485,Hyderabad | Miyapur
HYD-003602,Hyderabad,Telangana,Shamshabad,Plot,2656,2656,0,0,5,2021,0,0,Furnished,2,11,South,17.2461361,78.4253657,11080000,4171.69,INR,Active,True,16.220652,Hyderabad | Shamshabad
HYD-003603,Hyderabad,Telangana,Tellapur,Apartment,1135,1135,2,2,22,2004,7,9,Semi-Furnished,1,5,South-West,17.4725392,78.2931445,6640000,5850.22,INR,Active,True,15.708623,Hyderabad | Tellapur
HYD-003604,Hyderabad,Telangana,Dilsukhnagar,Independent House,3245,3245,4,4,3,2023,0,0,Furnished,1,11,East,17.3753013,78.5203698,21040000,6483.82,INR,Active,True,16.861936,Hyderabad | Dilsukhnagar
HYD-003605,Hyderabad,Telangana,Narsingi,Independent House,1638,1638,3,3,15,2011,0,0,Semi-Furnished,0,5,South-West,17.3846853,78.3334798,8820000,5384.62,INR,Active,True,15.992533,Hyderabad | Narsingi
HYD-003606,Hyderabad,Telangana,Shamshabad,Independent House,2800,2800,4,4,21,2005,0,0,Semi-Furnished,2,2,North-West,17.245062,78.4255002,12820000,4578.57,INR,Active,True,16.366517,Hyderabad | Shamshabad
HYD-003607,Hyderabad,Telangana,Kondapur,Plot,3525,3525,0,0,0,2026,0,0,Furnished,1,5,South-West,17.4836391,78.3938989,20820000,5906.38,INR,Sold,True,16.851425,Hyderabad | Kondapur
HYD-003608,Hyderabad,Telangana,Manikonda,Independent House,3480,3480,5,5,9,2017,0,0,Furnished,1,7,West,17.4019717,78.3703989,24900000,7155.17,INR,Sold,True,17.030378,Hyderabad | Manikonda
HYD-003609,Hyderabad,Telangana,Alwal,Independent House,2067,2067,3,3,20,2006,0,0,Unfurnished,2,10,South,17.5040138,78.5076887,9870000,4775.04,INR,Active,True,16.105011,Hyderabad | Alwal
HYD-003610,Hyderabad,Telangana,Bachupally,Independent House,1849,1849,2,2,21,2005,0,0,Furnished,0,3,West,17.5270799,78.3494678,9250000,5002.7,INR,Active,True,16.040134,Hyderabad | Bachupally
HYD-003611,Hyderabad,Telangana,Madhapur,Apartment,1557,1557,3,3,24,2002,2,4,Furnished,1,6,North-East,17.4406875,78.3874923,12160000,7809.89,INR,Active,True,16.313663,Hyderabad | Madhapur
HYD-003612,Hyderabad,Telangana,Gachibowli,Independent House,2431,2431,4,4,23,2003,0,0,Unfurnished,1,3,East,17.4384733,78.3399526,14220000,5849.44,INR,Active,True,16.47016,Hyderabad | Gachibowli
HYD-003613,Hyderabad,Telangana,Miyapur,Independent House,2480,2480,4,5,22,2004,0,0,Semi-Furnished,0,12,North-East,17.4931314,78.3539207,13200000,5322.58,INR,Active,True,16.395727,Hyderabad | Miyapur
HYD-003614,Hyderabad,Telangana,LB Nagar,Independent House,2875,2875,4,4,16,2010,0,0,Semi-Furnished,2,7,West,17.3470832,78.5392337,15210000,5290.43,INR,Sold,True,16.537464,Hyderabad | LB Nagar
HYD-003615,Hyderabad,Telangana,Moosapet,Independent House,1173,1173,2,2,23,2003,0,0,Furnished,1,2,South-East,17.4634594,78.4185764,6530000,5566.92,INR,Active,True,15.691918,Hyderabad | Moosapet
HYD-003616,Hyderabad,Telangana,Somajiguda,Apartment,2059,2059,3,4,2,2024,4,13,Semi-Furnished,1,1,South-West,17.4298054,78.4648335,14140000,6867.41,INR,Active,True,16.464518,Hyderabad | Somajiguda
HYD-003617,Hyderabad,Telangana,Kokapet,Apartment,1249,1249,3,4,25,2001,18,18,Unfurnished,1,7,North-East,17.3871803,78.3415841,7070000,5660.53,INR,Sold,True,15.771371,Hyderabad | Kokapet
HYD-003618,Hyderabad,Telangana,Mehdipatnam,Villa,3979,3979,5,5,25,2001,0,0,Unfurnished,2,0,North-East,17.3973161,78.4402619,16890000,4244.79,INR,Active,True,16.642232,Hyderabad | Mehdipatnam
HYD-003619,Hyderabad,Telangana,Attapur,Apartment,1438,1438,2,2,0,2026,16,16,Semi-Furnished,0,5,West,17.362779,78.4089201,8640000,6008.34,INR,Active,True,15.971913,Hyderabad | Attapur
HYD-003620,Hyderabad,Telangana,Hitech City,Apartment,2247,2247,4,4,6,2020,18,19,Semi-Furnished,3,1,North,17.4398294,78.3900607,19220000,8553.63,INR,Active,True,16.771462,Hyderabad | Hitech City
HYD-003621,Hyderabad,Telangana,Ameerpet,Independent House,2523,2523,4,5,1,2025,0,0,Unfurnished,3,8,North-East,17.4293214,78.4500233,16670000,6607.21,INR,Sold,True,16.629121,Hyderabad | Ameerpet
HYD-003622,Hyderabad,Telangana,Kokapet,Apartment,1943,1943,4,4,16,2010,24,29,Semi-Furnished,1,7,South,17.3943466,78.3511557,13860000,7133.3,INR,Active,True,16.444518,Hyderabad | Kokapet
HYD-003623,Hyderabad,Telangana,Mehdipatnam,Apartment,966,966,2,2,25,2001,7,7,Unfurnished,2,12,North,17.3983829,78.4396537,5470000,5662.53,INR,Sold,True,15.514789,Hyderabad | Mehdipatnam
HYD-003624,Hyderabad,Telangana,Rajendranagar,Apartment,1494,1494,3,3,21,2005,13,16,Furnished,1,1,South,17.3210818,78.402085,6530000,4370.82,INR,Active,True,15.691918,Hyderabad | Rajendranagar
HYD-003625,Hyderabad,Telangana,Attapur,Independent House,2429,2429,4,4,18,2008,0,0,Semi-Furnished,1,11,West,17.3677305,78.4170848,15030000,6187.73,INR,Active,True,16.525559,Hyderabad | Attapur
HYD-003626,Hyderabad,Telangana,Tellapur,Independent House,1320,1320,3,4,6,2020,0,0,Semi-Furnished,3,0,West,17.4778581,78.3018367,6430000,4871.21,INR,Sold,True,15.676485,Hyderabad | Tellapur
HYD-003627,Hyderabad,Telangana,Narsingi,Apartment,783,783,1,1,6,2020,19,29,Semi-Furnished,3,3,North,17.3835156,78.3370032,5170000,6602.81,INR,Sold,True,15.458383,Hyderabad | Narsingi
HYD-003628,Hyderabad,Telangana,Manikonda,Apartment,1561,1561,3,3,0,2026,12,20,Semi-Furnished,1,0,South-West,17.4029094,78.3846409,11080000,7098.01,INR,Active,True,16.220652,Hyderabad | Manikonda
HYD-003629,Hyderabad,Telangana,Ameerpet,Villa,3334,3334,4,5,22,2004,0,0,Semi-Furnished,1,4,South-East,17.4339935,78.4546488,22010000,6601.68,INR,Active,True,16.907007,Hyderabad | Ameerpet
HYD-003630,Hyderabad,Telangana,Gachibowli,Plot,1898,1898,0,0,25,2001,0,0,Semi-Furnished,0,12,South-East,17.4407602,78.3587103,8690000,4578.5,INR,Active,True,15.977684,Hyderabad | Gachibowli
HYD-003631,Hyderabad,Telangana,Mehdipatnam,Villa,2530,2530,4,4,7,2019,0,0,Semi-Furnished,2,9,South,17.397628,78.44012,17350000,6857.71,INR,Active,True,16.669103,Hyderabad | Mehdipatnam
HYD-003632,Hyderabad,Telangana,Tolichowki,Apartment,1068,1068,2,2,23,2003,2,11,Furnished,1,7,North,17.3909304,78.4237533,7750000,7256.55,INR,Active,True,15.863204,Hyderabad | Tolichowki
HYD-003633,Hyderabad,Telangana,Uppal,Apartment,2518,2518,4,4,17,2009,19,28,Unfurnished,2,8,North-East,17.3954706,78.553787,13890000,5516.28,INR,Active,True,16.44668,Hyderabad | Uppal
HYD-003634,Hyderabad,Telangana,Attapur,Apartment,1418,1418,2,3,23,2003,24,32,Furnished,0,11,South-West,17.3583612,78.4220702,7010000,4943.58,INR,Active,True,15.762848,Hyderabad | Attapur
HYD-003635,Hyderabad,Telangana,Manikonda,Apartment,1184,1184,2,2,20,2006,3,8,Semi-Furnished,3,10,North-West,17.4038884,78.3693506,7540000,6368.24,INR,Sold,True,15.835733,Hyderabad | Manikonda
HYD-003636,Hyderabad,Telangana,Madhapur,Apartment,2356,2356,4,4,5,2021,4,10,Unfurnished,3,7,North-West,17.4509474,78.3904321,18660000,7920.2,INR,Active,True,16.741893,Hyderabad | Madhapur
HYD-003637,Hyderabad,Telangana,Jubilee Hills,Apartment,1948,1948,4,4,8,2018,3,7,Furnished,0,5,North,17.4411216,78.4082224,17050000,8752.57,INR,Sold,True,16.651661,Hyderabad | Jubilee Hills
HYD-003638,Hyderabad,Telangana,Shamshabad,Independent House,1203,1203,2,2,25,2001,0,0,Semi-Furnished,2,5,North-East,17.2442193,78.4296479,6890000,5727.35,INR,Active,True,15.745582,Hyderabad | Shamshabad
HYD-003639,Hyderabad,Telangana,Financial District,Apartment,774,774,1,1,1,2025,10,16,Unfurnished,1,5,North-East,17.4245046,78.3363738,6270000,8100.78,INR,Sold,True,15.651287,Hyderabad | Financial District
HYD-003640,Hyderabad,Telangana,Bachupally,Apartment,1398,1398,3,3,17,2009,12,14,Semi-Furnished,1,6,North,17.5228299,78.3539937,8610000,6158.8,INR,Active,True,15.968435,Hyderabad | Bachupally
HYD-003641,Hyderabad,Telangana,Manikonda,Plot,3159,3159,0,0,4,2022,0,0,Semi-Furnished,2,6,East,17.4033139,78.3659711,16470000,5213.68,INR,Active,True,16.617051,Hyderabad | Manikonda
